country,date,new_cases,avg_cases,total_cases,recent_new,color
Finland,2020-02-08,0.0,0.0,12703,0.0,red
Finland,2020-02-09,0.0,0.0,12703,0.0,red
Finland,2020-02-10,0.0,0.0,12703,0.0,red
Finland,2020-02-11,0.0,0.0,12703,0.0,red
Finland,2020-02-12,0.0,0.0,12703,0.0,red
Finland,2020-02-13,0.0,0.0,12703,0.0,red
Finland,2020-02-14,0.0,0.0,12703,0.0,red
Finland,2020-02-15,0.0,0.0,12703,0.0,red
Finland,2020-02-16,0.0,0.0,12703,0.0,red
Finland,2020-02-17,0.0,0.0,12703,0.0,red
Finland,2020-02-18,0.0,0.0,12703,0.0,red
Finland,2020-02-19,0.0,0.0,12703,0.0,red
Finland,2020-02-20,0.0,0.0,12703,0.0,red
Finland,2020-02-21,0.0,0.0,12703,0.0,red
Finland,2020-02-22,0.0,0.0,12703,0.0,red
Finland,2020-02-23,0.0,0.14285714285714285,12703,0.0,red
Finland,2020-02-24,0.0,0.14285714285714285,12703,0.0,red
Finland,2020-02-25,0.0,0.14285714285714285,12703,0.0,red
Finland,2020-02-26,1.0,0.2857142857142857,12703,0.14285714285714285,red
Finland,2020-02-27,0.0,0.7142857142857143,12703,0.14285714285714285,red
Finland,2020-02-28,0.0,0.7142857142857143,12703,0.14285714285714285,red
Finland,2020-02-29,1.0,0.7142857142857143,12703,0.2857142857142857,red
Finland,2020-03-01,3.0,0.5714285714285714,12703,0.7142857142857143,red
Finland,2020-03-02,0.0,1.4285714285714286,12703,0.7142857142857143,red
Finland,2020-03-03,0.0,1.8571428571428572,12703,0.7142857142857143,red
Finland,2020-03-04,0.0,1.7142857142857142,12703,0.5714285714285714,red
Finland,2020-03-05,6.0,2.4285714285714284,12703,1.4285714285714286,red
Finland,2020-03-06,3.0,3.4285714285714284,12703,1.8571428571428572,red
Finland,2020-03-07,0.0,4.857142857142857,12703,1.7142857142857142,red
Finland,2020-03-08,8.0,7.571428571428571,12703,2.4285714285714284,red
Finland,2020-03-09,7.0,6.714285714285714,12703,3.4285714285714284,red
Finland,2020-03-10,10.0,20.0,12703,4.857142857142857,red
Finland,2020-03-11,19.0,30.0,12703,7.571428571428571,red
Finland,2020-03-12,0.0,31.571428571428573,12703,6.714285714285714,red
Finland,2020-03-13,96.0,35.285714285714285,12703,20.0,red
Finland,2020-03-14,70.0,40.142857142857146,12703,30.0,red
Finland,2020-03-15,19.0,39.57142857142857,12703,31.571428571428573,red
